TAX_ID,Accessibility,lat,lon
31150006900000000000000000,City-Owned,-76.16072773,42.99989873
31150006900000000000000000,City-Owned,-76.15301854,42.99998848
31150006900000000000000000,City-Owned,-76.15043147,43.0000956
31150006800000000000000000,Seizable,-76.13685987,43.00009843
31150006900000000000000000,Seizable,-76.15380292,43.0003498
31150006800000000000000000,Greater Syracuse Land Bank,-76.13814897,43.00046487
31150006900000000000000000,Suspected Zombie Property,-76.1524117,43.00048398
31150006900000000000000000,Suspected Zombie Property,-76.15116959,43.00048954
31150007100000100000000000,Seizable,-76.14033591,43.00115192
31150006800000000000000000,Suspected Zombie Property,-76.13613675,43.00136001
31150006800000000000000000,City-Owned,-76.1360189,43.00160023
31150007100000100000000000,Suspected Zombie Property,-76.14612518,43.0016541
31150007000000000000000000,City Park,-76.15027988,43.00177312
31150007100000100000000000,City-Owned,-76.14675389,43.00183097
31150007100000100000000000,City-Owned,-76.14623556,43.00192262
31150007100000100000000000,City-Owned,-76.1417805,43.00196486
31150007000000000000000000,City Park,-76.15228595,43.00204414
31150007100000100000000000,Seizable,-76.13594386,43.0021829
31150007100000100000000000,Greater Syracuse Land Bank,-76.13928975,43.00218776
31150006300000000000000000,Seizable,-76.13392972,43.00221049
31150007100000200000000000,Seizable,-76.1454804,43.00224419
31150006900000000000000000,City-Owned,-76.15803315,43.00232935
31150007100000200000000000,Seizable,-76.14463032,43.00267432
31150007100000100000000000,Suspected Zombie Property,-76.1424086,43.00273475
31150006200000000000000000,City-Owned,-76.13048248,43.00293172
31150007000000000000000000,City-Owned,-76.15173535,43.00296602
31150007100000200000000000,City-Owned,-76.14560522,43.00297816
31150007000000000000000000,Seizable,-76.15278846,43.00299844
31150006500000000000000000,City-Owned,-76.16337707,43.00301279
31150007100000100000000000,Seizable,-76.14225038,43.00305958
31150007000000000000000000,Seizable,-76.15292009,43.00306715
31150006200000000000000000,Seizable,-76.13366628,43.00310738
31150006500000000000000000,City-Owned,-76.16033934,43.00311987
31150007100000200000000000,Suspected Zombie Property,-76.14458878,43.00312999
31150007000000000000000000,Seizable,-76.15061571,43.00315884
31150007000000100000000000,Suspected Zombie Property,-76.15571416,43.0032804
31150007000000000000000000,Seizable,-76.15073888,43.00332371
31150007100000200000000000,Seizable,-76.14364466,43.00339561
31150007000000100000000000,Suspected Zombie Property,-76.15780027,43.00344059
31150007100000200000000000,Greater Syracuse Land Bank,-76.14514214,43.00344506
31150007100000100000000000,City-Owned,-76.1398151,43.00365591
31150007000000100000000000,Seizable,-76.15354053,43.00378425
31150007000000100000000000,Seizable,-76.15615033,43.00381216
31150007100000200000000000,Greater Syracuse Land Bank,-76.14519399,43.00388184
31150007100000200000000000,Suspected Zombie Property,-76.14496969,43.00392039
31150007000000100000000000,Seizable,-76.1536861,43.00397302
31150007000000100000000000,Seizable,-76.15375274,43.0041012
31150007100000000000000000,Seizable,-76.13777171,43.00416113
31150007100000000000000000,Greater Syracuse Land Bank,-76.14155048,43.00449864
31150007100000200000000000,Seizable,-76.14568822,43.00463139
31150007100000200000000000,Seizable,-76.14377816,43.00471712
31150007100000100000000000,Seizable,-76.13869061,43.004786
31150007100000000000000000,Seizable,-76.14106139,43.00484112
31150007000000000000000000,Suspected Zombie Property,-76.15905126,43.00489508
31150007100000200000000000,Suspected Zombie Property,-76.14605963,43.00498898
31150007000000000000000000,Seizable,-76.15619443,43.00524713
31150007100000200000000000,Seizable,-76.14697259,43.00525016
31150007100000200000000000,Seizable,-76.14487652,43.00525834
31150007100000100000000000,Greater Syracuse Land Bank,-76.13850902,43.00530135
31150007000000000000000000,City-Owned,-76.15043433,43.0054896
31150007100000000000000000,Seizable,-76.14148328,43.00568665
31150007100000000000000000,Suspected Zombie Property,-76.13989345,43.00573186
31150006200000000000000000,Seizable,-76.12702591,43.00578309
31150007100000000000000000,Seizable,-76.13775099,43.00578719
31150007000000000000000000,Seizable,-76.15979269,43.00582865
31150007000000000000000000,Seizable,-76.15672956,43.00594923
31150007000000000000000000,City-Owned,-76.1483126,43.00595249
31150007000000000000000000,Seizable,-76.15658972,43.00598811
31150007000000000000000000,City-Owned,-76.15311417,43.00601506
31150007000000000000000000,Seizable,-76.1561702,43.00610476
31150007000000000000000000,City-Owned,-76.15401923,43.00627815
31150007100000000000000000,Suspected Zombie Property,-76.13876236,43.00647143
31150007000000000000000000,Seizable,-76.15653664,43.00650167
31150007100000000000000000,Seizable,-76.14530111,43.00655122
31150007000000000000000000,Seizable,-76.15389787,43.00664672
31150007100000000000000000,Suspected Zombie Property,-76.14747842,43.00664921
31150007100000000000000000,Seizable,-76.1402019,43.0068211
31150007000000000000000000,Seizable,-76.15598864,43.00700612
31150007200000100000000000,Seizable,-76.14736721,43.00716827
31150007300000100000000000,SCSD,-76.15235784,43.00723879
31150007000000000000000000,Seizable,-76.15678336,43.00728396
31150007300000200000000000,Seizable,-76.15430124,43.00730958
31150007200000100000000000,Greater Syracuse Land Bank,-76.14406037,43.0076492
31150007300000100000000000,Seizable,-76.15304945,43.00798964
31150007300000200000000000,City-Owned,-76.15843435,43.00820025
31150007300000100000000000,Seizable,-76.15270176,43.00860165
31150007300000200000000000,Greater Syracuse Land Bank,-76.15683012,43.00860974
31150007300000100000000000,Suspected Zombie Property,-76.15309818,43.00864294
31150007300000200000000000,Suspected Zombie Property,-76.15570319,43.00878407
31150007300000100000000000,Seizable,-76.15278243,43.0088602
31150007300000100000000000,Seizable,-76.15471587,43.00891067
31150007300000100000000000,Seizable,-76.15092161,43.00904247
31150007300000100000000000,Suspected Zombie Property,-76.15036662,43.00910758
31150007300000200000000000,Seizable,-76.15736373,43.00921336
31150007300000100000000000,Seizable,-76.15386513,43.00925716
31150007300000100000000000,Suspected Zombie Property,-76.15524405,43.00938036
31150007300000100000000000,Seizable,-76.15506366,43.00941068
31150007300000000000000000,Seizable,-76.15599701,43.00965465
31150007300000100000000000,City-Owned,-76.14934317,43.00966
31150007300000100000000000,Seizable,-76.15208135,43.00968641
31150007300000000000000000,Seizable,-76.15672908,43.00977837
31150007200000100000000000,Seizable,-76.14507225,43.00981447
31150007300000000000000000,Suspected Zombie Property,-76.15499485,43.00987234
31150007300000000000000000,Seizable,-76.1567874,43.00989052
31150007300000000000000000,Seizable,-76.15652036,43.00997458
31150007300000000000000000,Greater Syracuse Land Bank,-76.15626973,43.01000007
31150007300000200000000000,Seizable,-76.15758179,43.01003025
31150007200000000000000000,City-Owned,-76.13908963,43.01015789
31150007300000000000000000,City-Owned,-76.15165946,43.01035913
31150007300000000000000000,Seizable,-76.1542342,43.01044
31150007300000100000000000,Suspected Zombie Property,-76.1488392,43.01057655
31150007300000000000000000,Seizable,-76.15155006,43.01071151
31150007200000000000000000,Seizable,-76.13802802,43.01076274
31150007300000100000000000,Greater Syracuse Land Bank,-76.14843247,43.01085419
31150007300000000000000000,Seizable,-76.15306885,43.01091869
31150007300000000000000000,Seizable,-76.15348599,43.01097497
31150007300000200000000000,Seizable,-76.15914563,43.01101247
31150007200000000000000000,Seizable,-76.14204165,43.01103252
31150007200000100000000000,Suspected Zombie Property,-76.14780963,43.01111768
31150007200000100000000000,Seizable,-76.14537399,43.01113289
31150007200000000000000000,Seizable,-76.14147062,43.01113387
31150007200000000000000000,Seizable,-76.14109769,43.01115335
31150007300000200000000000,Seizable,-76.15815891,43.011173
31150007200000100000000000,Seizable,-76.14382336,43.01120161
31150007400000100000000000,Suspected Zombie Property,-76.16911702,43.01121371
31150007200000100000000000,Seizable,-76.14337553,43.01122145
31150007200000100000000000,Greater Syracuse Land Bank,-76.14279535,43.01124694
31150007300000000000000000,Seizable,-76.15648824,43.01125013
31150007300000000000000000,Seizable,-76.15504519,43.01125226
31150007300000000000000000,Seizable,-76.15636516,43.01125641
31150007300000000000000000,City-Owned,-76.15263072,43.01126651
31150007300000000000000000,Seizable,-76.15043402,43.01135266
31150007200000000000000000,Seizable,-76.13830967,43.01142736
31150007300000100000000000,Seizable,-76.14849018,43.01151959
31150007300000000000000000,City-Owned,-76.15205636,43.01152883
31150007200000000000000000,Seizable,-76.14197856,43.0115656
31150007200000100000000000,Suspected Zombie Property,-76.14595717,43.01161557
31150007200000100000000000,Seizable,-76.14580789,43.01162219
31150007300000000000000000,Seizable,-76.15634208,43.01164863
31150007300000000000000000,City-Owned,-76.15170242,43.01172175
31150007200000000000000000,City-Owned,-76.13850939,43.01174473
31150007300000000000000000,City-Owned,-76.1514876,43.01196305
31150007300000000000000000,City-Owned,-76.15634508,43.01209161
31150007300000200000000000,Seizable,-76.16079915,43.01211673
31150007200000000000000000,Seizable,-76.13875625,43.01214207
31150007400000100000000000,Seizable,-76.1676151,43.01214254
31150007300000200000000000,Seizable,-76.1605255,43.01218611
31150007300000000000000000,Seizable,-76.14857618,43.01220312
31150007400000100000000000,Seizable,-76.16824739,43.01221004
31150007400000100000000000,Seizable,-76.16735333,43.01225363
31150007400000100000000000,Seizable,-76.16804663,43.01226497
31150007300000200000000000,Seizable,-76.15994269,43.01227899
31150007400000100000000000,City-Owned,-76.16782411,43.01232585
31150007300000200000000000,Seizable,-76.15952085,43.01234622
31150007300000000000000000,Seizable,-76.15061275,43.01234724
31150007300000000000000000,Seizable,-76.15195147,43.01234972
31150007200000000000000000,Seizable,-76.14752594,43.01242564
31150007200000000000000000,Seizable,-76.14737665,43.01243226
31150007200000000000000000,Seizable,-76.14707809,43.01244549
31150007200000000000000000,Seizable,-76.14143277,43.01245871
31150006100000000000000000,Seizable,-76.12529332,43.01251294
31150007200000000000000000,Seizable,-76.14023861,43.01251323
31150007200000000000000000,Seizable,-76.14468959,43.01255137
31150007300000200000000000,Greater Syracuse Land Bank,-76.16091294,43.01261746
31150007400000100000000000,City-Owned,-76.16699026,43.01279941
31150007400000100000000000,City-Owned,-76.16948858,43.012819
31150007200000000000000000,Seizable,-76.14179012,43.0128427
31150007200000000000000000,Seizable,-76.14621445,43.01285487
31150007200000000000000000,Suspected Zombie Property,-76.14011718,43.01291107
31150007200000000000000000,Suspected Zombie Property,-76.13981849,43.01292276
31150007400000100000000000,City-Owned,-76.16770941,43.01295626
31150007300000000000000000,Seizable,-76.15838855,43.01301561
31150007500000100000000000,Seizable,-76.15139501,43.01309496
31150007200000000000000000,Seizable,-76.14248543,43.01314382
31150007200000000000000000,Seizable,-76.14117979,43.01314429
31150007500000100000000000,City-Owned,-76.15476992,43.01317153
31150007500000100000000000,City-Owned,-76.15448405,43.01326286
31150006000000100000000000,City-Owned,-76.1292431,43.01329842
31150007600000100000000000,Seizable,-76.14715558,43.01333897
31150007600000100000000000,Seizable,-76.14581173,43.01339507
31150007600000100000000000,Seizable,-76.14550998,43.01341047
31150007600000100000000000,Seizable,-76.14491583,43.01343246
31150007500000100000000000,Seizable,-76.15392383,43.01345093
31150007600000100000000000,Seizable,-76.14175201,43.01345603
31150007600000100000000000,Seizable,-76.14297471,43.01351344
31150007600000100000000000,Seizable,-76.14687224,43.01352809
31150007500000100000000000,Seizable,-76.15145941,43.01354237
31150006100000000000000000,Seizable,-76.1373657,43.01355708
31150007600000100000000000,Seizable,-76.13991678,43.0135873
31150007500000100000000000,Seizable,-76.14946447,43.0136114
31150007500000100000000000,Seizable,-76.14931699,43.01361718
31150007600000100000000000,Seizable,-76.14778436,43.01367742
31150007600000100000000000,SMNC,-76.14241608,43.013692
31150007600000100000000000,Seizable,-76.14714405,43.0137025
31150007500000100000000000,Seizable,-76.14859352,43.01374169
31150007500000200000000000,Seizable,-76.15961391,43.01378853
31150007600000100000000000,Seizable,-76.14150411,43.01381826
31150007600000100000000000,Seizable,-76.14378034,43.01388411
31150007600000100000000000,Seizable,-76.14364406,43.01388944
31150007600000100000000000,Greater Syracuse Land Bank,-76.14301495,43.01391406
31150007500000200000000000,Greater Syracuse Land Bank,-76.1603619,43.01392091
31150007500000200000000000,Seizable,-76.16024714,43.013926
31150007500000100000000000,Seizable,-76.15475181,43.01400576
31150007400000000000000000,Seizable,-76.16751016,43.01402568
31150007500000100000000000,City-Owned,-76.14978659,43.01408588
31150007500000100000000000,Suspected Zombie Property,-76.15123752,43.01408734
31150007600000100000000000,Greater Syracuse Land Bank,-76.14237602,43.01410102
31150007500000100000000000,Greater Syracuse Land Bank,-76.15265971,43.01415262
31150007600000100000000000,Seizable,-76.14799841,43.01415853
31150007400000000000000000,Suspected Zombie Property,-76.1700615,43.01420409
31150007500000100000000000,Seizable,-76.15421084,43.01425606
31150007400000000000000000,City-Owned,-76.17103672,43.01434974
31150007600000100000000000,City-Owned,-76.14579637,43.0143551
31150007400000000000000000,Suspected Zombie Property,-76.16701688,43.0143588
31150007600000100000000000,Seizable,-76.1403012,43.01438913
31150007500000100000000000,Suspected Zombie Property,-76.15584811,43.01443291
31150007500000100000000000,Seizable,-76.14900491,43.01444614
31150007600000100000000000,Seizable,-76.14508323,43.0144756
31150007600000100000000000,Suspected Zombie Property,-76.14342292,43.01448363
31150007600000100000000000,Seizable,-76.14734926,43.0145138
31150007600000100000000000,Suspected Zombie Property,-76.14624037,43.01455723
31150007600000100000000000,Seizable,-76.14230469,43.01458055
31150007500000100000000000,Seizable,-76.15205734,43.01468581
31150007600000100000000000,Seizable,-76.14065239,43.01476593
31150007400000000000000000,Greater Syracuse Land Bank,-76.16834221,43.0147871
31150007600000100000000000,Seizable,-76.14511562,43.01479444
31150007500000100000000000,Greater Syracuse Land Bank,-76.15422582,43.01479922
31150007600000100000000000,Seizable,-76.14453704,43.0148333
31150007600000100000000000,Seizable,-76.14434954,43.01485532
31150007600000100000000000,Suspected Zombie Property,-76.14812922,43.01486779
31150007400000000000000000,Greater Syracuse Land Bank,-76.16524962,43.01490002
31150007600000100000000000,Seizable,-76.14300504,43.01490099
31150007600000100000000000,Seizable,-76.14243362,43.01492039
31150007500000100000000000,City-Owned,-76.15684791,43.01498478
31150007600000100000000000,Suspected Zombie Property,-76.14774692,43.01499541
31150007500000100000000000,Seizable,-76.15206631,43.01501157
31150007400000000000000000,Seizable,-76.17097666,43.01501773
31150007400000000000000000,Seizable,-76.16503247,43.0150283
31150007400000000000000000,Suspected Zombie Property,-76.16659831,43.01509181
31150007500000100000000000,City-Owned,-76.15423456,43.01511607
31150007500000100000000000,Suspected Zombie Property,-76.15838792,43.01516157
31150007500000100000000000,Greater Syracuse Land Bank,-76.15386196,43.01516644
31150007500000100000000000,Seizable,-76.15386571,43.01530223
31150007600000100000000000,Seizable,-76.14582838,43.01530555
31150007600000100000000000,City-Owned,-76.14514178,43.01531804
31150007600000100000000000,Seizable,-76.14732971,43.01534695
31150007600000100000000000,Seizable,-76.14703102,43.01535865
31150007400000000000000000,Seizable,-76.17030285,43.01536356
31150007600000100000000000,Seizable,-76.14673232,43.01537035
31150007500000100000000000,Greater Syracuse Land Bank,-76.15592529,43.0153772
31150007400000000000000000,City-Owned,-76.17100778,43.01541766
31150007600000100000000000,Seizable,-76.14291073,43.0154503
31150007600000100000000000,Seizable,-76.14231307,43.01546963
31150007600000100000000000,Seizable,-76.14216365,43.01547446
31150007500000100000000000,Seizable,-76.1538707,43.01548328
31150007600000100000000000,Seizable,-76.14184296,43.01549032
31150007400000000000000000,City-Owned,-76.17002426,43.015514
31150007600000100000000000,Seizable,-76.14534768,43.01558614
31150007400000000000000000,Seizable,-76.16776961,43.01560875
31150007500000100000000000,City Park,-76.15124026,43.01561507
31150007500000100000000000,Seizable,-76.15593214,43.01562546
31150007500000100000000000,Greater Syracuse Land Bank,-76.15276218,43.01563183
31150006000000100000000000,Seizable,-76.12925602,43.01566666
31150007400000000000000000,City-Owned,-76.16526866,43.01571381
31150007500000100000000000,City-Owned,-76.15707342,43.01571656
31150007400000000000000000,Greater Syracuse Land Bank,-76.16510441,43.01572071
31150007500000100000000000,Seizable,-76.15480051,43.01577104
31150007600000100000000000,Seizable,-76.14433287,43.01578313
31150007600000100000000000,Suspected Zombie Property,-76.14414424,43.01578923
31150006000000000000000000,Suspected Zombie Property,-76.12437759,43.01584266
31150007500000100000000000,Seizable,-76.15480301,43.01586157
31150007600000100000000000,Suspected Zombie Property,-76.14691352,43.01591545
31150007900000200000000000,Seizable,-76.16895549,43.01593269
31150007500000000000000000,Seizable,-76.15012068,43.01603939
31150007600000100000000000,Suspected Zombie Property,-76.14115608,43.01606565
31150007500000000000000000,Seizable,-76.14967562,43.01607784
31150007900000200000000000,Seizable,-76.16395149,43.01621337
31150007600000100000000000,Seizable,-76.14586191,43.01628946
31150007500000100000000000,City-Owned,-76.15625695,43.01629009
31150007600000100000000000,Greater Syracuse Land Bank,-76.14804786,43.01633578
31150007500000100000000000,City-Owned,-76.15607483,43.01635383
31150007900000200000000000,Greater Syracuse Land Bank,-76.16388828,43.01635691
31150007500000100000000000,Seizable,-76.15325111,43.01635857
31150007600000100000000000,Seizable,-76.14682511,43.01635934
31150007500000100000000000,Seizable,-76.15511636,43.01640498
31150007500000100000000000,City-Owned,-76.15402057,43.01651535
31150007500000100000000000,City-Owned,-76.15389755,43.01652774
31150008000000100000000000,City Park,-76.17039946,43.01653983
31150007600000000000000000,City-Owned,-76.1451767,43.01659457
31150007500000100000000000,Seizable,-76.15322071,43.0165959
31150007500000100000000000,City-Owned,-76.15309764,43.0166083
31150007900000200000000000,City-Owned,-76.16507681,43.01661232
31150007500000100000000000,Seizable,-76.15297456,43.01662069
31150007500000000000000000,Greater Syracuse Land Bank,-76.15716858,43.01663598
31150007900000200000000000,Greater Syracuse Land Bank,-76.16447953,43.0166374
31150007900000200000000000,Seizable,-76.16403592,43.01666746
31150007600000100000000000,Seizable,-76.14805895,43.01668973
31150007600000100000000000,Seizable,-76.14830018,43.01672093
31150007900000200000000000,City-Owned,-76.16356948,43.01673217
31150007600000000000000000,Seizable,-76.14286765,43.0167552
31150007500000000000000000,Seizable,-76.15634089,43.01676646
31150007600000000000000000,Seizable,-76.14257469,43.01679695
31150007900000200000000000,Greater Syracuse Land Bank,-76.1633531,43.01679736
31150007500000000000000000,Greater Syracuse Land Bank,-76.16033053,43.01682122
31150007500000000000000000,Greater Syracuse Land Bank,-76.15560863,43.01685684
31150007600000100000000000,Seizable,-76.14683867,43.01688745
31150007600000100000000000,Seizable,-76.14669073,43.01694423
31150007900000200000000000,Seizable,-76.16625948,43.01696684
31150007500000000000000000,Seizable,-76.15328727,43.01697013
31150007900000200000000000,Greater Syracuse Land Bank,-76.16608789,43.01701166
31150006100000000000000000,Seizable,-76.13679092,43.01705615
31150007900000100000000000,Seizable,-76.1647184,43.01711107
31150007900000100000000000,Greater Syracuse Land Bank,-76.16444775,43.01712243
31150007900000100000000000,Seizable,-76.16379448,43.01714986
31150007600000000000000000,City-Owned,-76.1431729,43.0172626
31150007500000000000000000,Seizable,-76.15334323,43.0172691
31150007600000000000000000,City-Owned,-76.14302457,43.01727672
31150007500000000000000000,SMNC,-76.15114514,43.01731648
31150007600000000000000000,SCSD,-76.14437585,43.01731846
31150007500000000000000000,Seizable,-76.15336102,43.01736425
31150007500000000000000000,Greater Syracuse Land Bank,-76.14898214,43.01739978
31150007900000100000000000,Seizable,-76.1628829,43.01740915
31150007500000000000000000,City-Owned,-76.15698295,43.01744514
31150007900000100000000000,Greater Syracuse Land Bank,-76.16447583,43.0174505
31150007500000000000000000,City-Owned,-76.1561914,43.01745169
31150007500000000000000000,Seizable,-76.15337881,43.01745939
31150007900000100000000000,Seizable,-76.16399047,43.01747026
31150007900000100000000000,Greater Syracuse Land Bank,-76.16359259,43.01747548
31150007900000100000000000,City-Owned,-76.16384114,43.01747634
31150007600000000000000000,Seizable,-76.14129955,43.01756639
31150007900000100000000000,Greater Syracuse Land Bank,-76.16325361,43.01756781
31150007600000000000000000,Seizable,-76.14157327,43.0175692
31150007900000200000000000,Seizable,-76.16664653,43.01757751
31150007500000000000000000,Seizable,-76.15229926,43.01758147
31150007500000000000000000,Greater Syracuse Land Bank,-76.1500479,43.01759622
31150007600000000000000000,City-Owned,-76.14330376,43.01759933
31150008000000100000000000,SCSD,-76.17368346,43.01760329
31150007600000000000000000,City-Owned,-76.14315555,43.01761409
31150007500000000000000000,Seizable,-76.15197404,43.01761851
31150006000000000000000000,Suspected Zombie Property,-76.12957044,43.01763881
31150007500000000000000000,Seizable,-76.1534144,43.01764967
31150007600000100000000000,Seizable,-76.14637025,43.0176707
31150008000000100000000000,Suspected Zombie Property,-76.17116933,43.01768416
31150007500000000000000000,Seizable,-76.15114643,43.01770185
31150007500000000000000000,Seizable,-76.15280898,43.01771071
31150007600000000000000000,City-Owned,-76.14594441,43.01776999
31150007500000000000000000,Seizable,-76.15022832,43.01779745
31150007600000100000000000,Seizable,-76.14640176,43.01783924
31150007500000000000000000,Greater Syracuse Land Bank,-76.15344999,43.01783995
31150007600000000000000000,Seizable,-76.14133409,43.01786345
31150007900000200000000000,Suspected Zombie Property,-76.16455347,43.01790599
31150007900000200000000000,Greater Syracuse Land Bank,-76.16410727,43.01791113
31150007600000100000000000,Seizable,-76.14844964,43.01793941
31150007900000100000000000,Greater Syracuse Land Bank,-76.16241331,43.01794216
31150007500000000000000000,Greater Syracuse Land Bank,-76.15751525,43.01795014
31150007500000000000000000,Greater Syracuse Land Bank,-76.15725045,43.01796409
31150007900000200000000000,City Park,-76.16696369,43.0179812
31150007600000000000000000,Seizable,-76.14431127,43.01798276
31150007600000000000000000,SMNC,-76.14598619,43.01798487
31150007500000000000000000,Seizable,-76.15258329,43.01798594
31150007900000100000000000,Seizable,-76.16265045,43.01799459
31150007500000000000000000,Greater Syracuse Land Bank,-76.15286236,43.01799614
31150007500000000000000000,Seizable,-76.15246105,43.01799825
31150007500000000000000000,Seizable,-76.15203318,43.01804134
31150007500000000000000000,Seizable,-76.15008313,43.0180591
31150007900000200000000000,City-Owned,-76.16693634,43.01808411
31150007500000000000000000,City-Owned,-76.15154419,43.01809057
31150007500000000000000000,Seizable,-76.1512997,43.01811519
31150007600000000000000000,Greater Syracuse Land Bank,-76.14178528,43.01814409
31150007500000000000000000,City-Owned,-76.15083402,43.01816205
31150007500000000000000000,City-Owned,-76.15042214,43.01816689
31150007600000000000000000,SMNC,-76.1458161,43.01817396
31150007600000000000000000,SMNC,-76.14599222,43.01818757
31150007500000000000000000,Seizable,-76.14974481,43.01821354
31150006000000000000000000,Suspected Zombie Property,-76.12459415,43.01821497
31150007600000000000000000,Seizable,-76.14499555,43.01825653
31150007900000200000000000,City-Owned,-76.1632762,43.01827996
31150007600000000000000000,Seizable,-76.14474735,43.01828151
31150007600000000000000000,Seizable,-76.14461029,43.0182953
31150007800000100000000000,Greater Syracuse Land Bank,-76.15984459,43.01832306
31150007600000000000000000,Suspected Zombie Property,-76.14395459,43.01836128
31150007600000000000000000,Seizable,-76.14813278,43.01840662
31150007600000000000000000,Seizable,-76.14796938,43.01842105
31150007600000000000000000,Seizable,-76.14783246,43.01843561
31150007600000000000000000,City-Owned,-76.14271198,43.01845187
31150007600000000000000000,Seizable,-76.14303586,43.01845372
31150008000000100000000000,SCSD,-76.17215411,43.01851145
31150007600000000000000000,Seizable,-76.14675375,43.01855029
31150007500000000000000000,Seizable,-76.15001356,43.01856098
31150005900000000000000000,Suspected Zombie Property,-76.13483591,43.01856391
31150007900000100000000000,City-Owned,-76.16293687,43.01857322
31150007600000000000000000,City-Owned,-76.14269337,43.01859049
31150007900000100000000000,City-Owned,-76.16279788,43.018631
31150007800000100000000000,Suspected Zombie Property,-76.16100558,43.01864716
31150007600000000000000000,Seizable,-76.14543257,43.01865127
31150007600000000000000000,Greater Syracuse Land Bank,-76.14518798,43.01867657
31150007900000100000000000,Greater Syracuse Land Bank,-76.16261305,43.01868533
31150007800000100000000000,City-Owned,-76.15521824,43.01869505
31150007600000000000000000,City-Owned,-76.14494382,43.01870184
31150007800000100000000000,City-Owned,-76.1545554,43.01870601
31150007600000000000000000,Seizable,-76.14457726,43.01873976
31150007600000000000000000,Seizable,-76.14798906,43.01877904
31150007800000100000000000,Seizable,-76.15742662,43.01881181
31150007600000000000000000,Greater Syracuse Land Bank,-76.14287294,43.01884709
